Date,High,Low,Open,Close,Volume,Adj Close
2008-12-31,27228.30078125,26221.099609375,26585.099609375,26864.099609375,428459500.0,26864.099609375
2009-01-02,27332.099609375,26941.19921875,27147.900390625,27005.599609375,427584600.0,27005.599609375
2009-01-05,28096.30078125,27589.30078125,27589.30078125,27988.69921875,681069000.0,27988.69921875
2009-01-06,28732.5,28016.400390625,28033.400390625,28709.400390625,731941200.0,28709.400390625
2009-01-07,28673.0,27727.400390625,28652.0,27892.69921875,509668000.0,27892.69921875
2009-01-08,27360.099609375,26120.599609375,27292.19921875,26210.400390625,563694000.0,26210.400390625
2009-01-09,27088.80078125,26277.400390625,26455.19921875,26470.099609375,575810900.0,26470.099609375
2009-01-12,26216.099609375,25582.5,26216.099609375,25708.599609375,346032900.0,25708.599609375
2009-01-13,26166.099609375,25196.80078125,25389.400390625,26108.69921875,456576000.0,26108.69921875
2009-01-14,26400.80078125,25012.30078125,26317.19921875,25055.69921875,546792100.0,25055.69921875
2009-01-15,25556.099609375,24833.900390625,24852.19921875,25072.30078125,587627700.0,25072.30078125
2009-01-16,25992.099609375,25526.19921875,25805.80078125,25631.0,466396600.0,25631.0
2009-01-19,25882.80078125,24883.900390625,25865.0,25055.900390625,429047200.0,25055.900390625
2009-01-20,25428.0,24649.80078125,24922.5,24714.69921875,496047400.0,24714.69921875
2009-01-21,24736.099609375,24035.30078125,24257.099609375,24736.099609375,546496900.0,24736.099609375
2009-01-22,25305.30078125,24489.900390625,25210.0,24641.900390625,543126100.0,24641.900390625
2009-01-23,24836.599609375,24332.599609375,24529.5,24781.80078125,450531400.0,24781.80078125
2009-01-26,25970.0,24848.599609375,24873.599609375,25970.0,632694100.0,25970.0
2009-01-27,26259.599609375,25480.0,26046.599609375,25798.30078125,581837400.0,25798.30078125
2009-01-28,26772.5,26251.69921875,26251.69921875,26705.599609375,613487400.0,26705.599609375
2009-01-29,26672.69921875,26011.099609375,26672.69921875,26163.0,462938600.0,26163.0
2009-01-30,26122.69921875,25567.400390625,25732.900390625,25934.400390625,398351800.0,25934.400390625
2009-02-02,25718.900390625,25234.80078125,25561.400390625,25270.80078125,258628900.0,25270.80078125
2009-02-03,25874.0,25433.69921875,25495.099609375,25659.900390625,361080300.0,25659.900390625
2009-02-04,26308.0,25868.900390625,25970.599609375,26141.099609375,398745000.0,26141.099609375
2009-02-05,26038.0,25669.30078125,25850.80078125,25774.19921875,318676500.0,25774.19921875
2009-02-06,26783.900390625,26126.0,26126.0,26735.19921875,521586300.0,26735.19921875
2009-02-09,27131.900390625,26789.80078125,26798.900390625,27040.5,496776100.0,27040.5
2009-02-10,26923.69921875,25904.599609375,26849.80078125,25966.099609375,494430200.0,25966.099609375
2009-02-11,25514.0,24974.80078125,25425.69921875,25398.400390625,391140100.0,25398.400390625
2009-02-12,25674.80078125,24899.19921875,25457.5,25023.099609375,389327600.0,25023.099609375
2009-02-13,25562.30078125,24961.400390625,25444.099609375,25199.5,474544600.0,25199.5
2009-02-16,25084.30078125,24720.69921875,25011.69921875,24911.5,287828600.0,24911.5
2009-02-17,24711.400390625,23754.5,24644.5,23907.599609375,469864000.0,23907.599609375
2009-02-18,24182.80078125,23160.0,24011.900390625,23844.69921875,678953600.0,23844.69921875
2009-02-19,24528.0,24038.400390625,24128.900390625,24439.900390625,463988300.0,24439.900390625
2009-02-20,24010.5,23453.099609375,23972.0,23579.5,457156200.0,23579.5
2009-02-23,24196.599609375,23783.599609375,24014.69921875,23991.0,435667300.0,23991.0
2009-02-24,24068.69921875,23436.599609375,23529.400390625,24032.5,527911700.0,24032.5
2009-02-25,24554.400390625,24082.5,24455.5,24152.30078125,355205300.0,24152.30078125
2009-02-26,24343.599609375,24034.69921875,24248.099609375,24168.599609375,409956000.0,24168.599609375
2009-02-27,24107.0,23637.80078125,24040.400390625,24026.599609375,425876100.0,24026.599609375
2009-03-02,23756.099609375,23424.900390625,23679.5,23699.900390625,392277300.0,23699.900390625
2009-03-03,23774.30078125,23485.599609375,23508.599609375,23752.0,366391200.0,23752.0
2009-03-04,24020.19921875,23679.69921875,23940.599609375,23940.69921875,283203300.0,23940.69921875
2009-03-05,23993.69921875,22896.0,23993.69921875,23036.0,397043100.0,23036.0
2009-03-06,23220.0,22721.30078125,22837.80078125,23220.0,419955500.0,23220.0
2009-03-09,23389.19921875,22658.80078125,23272.69921875,23055.0,490677700.0,23055.0
2009-03-10,23391.80078125,22913.599609375,23110.80078125,23315.400390625,445295800.0,23315.400390625
