Date,High,Low,Open,Close,Volume,Adj Close
2009-01-02,10070.2802734375,9863.8603515625,9973.0595703125,9958.2197265625,51600.0,9958.2197265625
2009-01-05,10306.169921875,10069.1103515625,10124.919921875,10275.599609375,51200.0,10275.599609375
2009-01-06,10392.1201171875,10150.6796875,10241.509765625,10335.9296875,55600.0,10335.9296875
2009-01-07,10469.7197265625,9510.150390625,10424.9599609375,9586.8798828125,217600.0,9586.8798828125
2009-01-09,9630.400390625,9250.8203125,9434.849609375,9406.4697265625,158200.0,9406.4697265625
2009-01-12,9327.2998046875,9024.4501953125,9306.740234375,9110.0498046875,98000.0,9110.0498046875
2009-01-13,9261.0,8992.919921875,9042.3603515625,9071.3603515625,45200.0,9071.3603515625
2009-01-14,9412.9697265625,9071.3603515625,9223.16015625,9370.490234375,32000.0,9370.490234375
2009-01-15,9123.7802734375,8946.6201171875,9000.6201171875,9046.740234375,37600.0,9046.740234375
2009-01-16,9342.4697265625,9125.650390625,9125.650390625,9323.58984375,35400.0,9323.58984375
2009-01-19,9409.509765625,9273.4697265625,9365.0400390625,9329.5703125,30000.0,9329.5703125
2009-01-20,9159.759765625,9033.5498046875,9159.759765625,9100.5498046875,31200.0,9100.5498046875
2009-01-21,9051.3095703125,8734.9296875,8900.7802734375,8779.169921875,32400.0,8779.169921875
2009-01-22,8927.6904296875,8699.3203125,8905.9697265625,8813.83984375,39200.0,8813.83984375
2009-01-23,8858.83984375,8631.599609375,8804.150390625,8674.349609375,44000.0,8674.349609375
2009-01-27,9021.9697265625,8791.580078125,8803.0703125,9004.080078125,34200.0,9004.080078125
2009-01-28,9270.75,9053.7998046875,9077.650390625,9257.4697265625,39800.0,9257.4697265625
2009-01-29,9379.6796875,9164.9599609375,9340.58984375,9236.2802734375,38800.0,9236.2802734375
2009-01-30,9438.3095703125,9088.150390625,9111.1201171875,9424.240234375,48000.0,9424.240234375
2009-02-02,9363.580078125,9048.9697265625,9363.580078125,9066.7001953125,39800.0,9066.7001953125
2009-02-03,9302.25,9040.5595703125,9128.990234375,9149.2998046875,46000.0,9149.2998046875
2009-02-04,9338.2099609375,9164.16015625,9226.2001953125,9201.849609375,41600.0,9201.849609375
2009-02-05,9247.08984375,9017.080078125,9241.5595703125,9090.8798828125,29600.0,9090.8798828125
2009-02-06,9321.3798828125,9160.830078125,9161.490234375,9300.8603515625,28400.0,9300.8603515625
2009-02-09,9601.5595703125,9329.2998046875,9359.0,9583.8896484375,20000.0,9583.8896484375
2009-02-10,9724.8701171875,9510.6298828125,9589.9501953125,9647.4697265625,45000.0,9647.4697265625
2009-02-11,9648.3896484375,9459.58984375,9462.1396484375,9618.5400390625,37600.0,9618.5400390625
2009-02-12,9578.990234375,9445.5400390625,9559.0302734375,9465.830078125,33800.0,9465.830078125
2009-02-13,9695.58984375,9540.599609375,9540.599609375,9634.740234375,30000.0,9634.740234375
2009-02-16,9637.0400390625,9279.099609375,9637.0400390625,9305.4501953125,37200.0,9305.4501953125
2009-02-17,9213.400390625,8994.33984375,9213.400390625,9035.0,28400.0,9035.0
2009-02-18,9112.990234375,8929.6201171875,8939.3798828125,9015.1796875,36800.0,9015.1796875
2009-02-19,9111.26953125,8977.7998046875,9034.900390625,9042.6298828125,27400.0,9042.6298828125
2009-02-20,8943.7802734375,8762.580078125,8943.7802734375,8843.2099609375,28000.0,8843.2099609375
2009-02-24,8856.51953125,8619.2197265625,8707.349609375,8822.0595703125,32400.0,8822.0595703125
2009-02-25,8995.0400390625,8880.150390625,8913.4404296875,8902.5595703125,32200.0,8902.5595703125
2009-02-26,8998.3095703125,8788.9404296875,8905.5595703125,8954.8603515625,37200.0,8954.8603515625
2009-02-27,8944.1103515625,8728.66015625,8944.1103515625,8891.6103515625,42200.0,8891.6103515625
2009-03-02,8762.8798828125,8563.51953125,8762.8798828125,8607.080078125,30200.0,8607.080078125
2009-03-03,8635.2001953125,8393.0498046875,8583.0595703125,8427.2900390625,35200.0,8427.2900390625
2009-03-04,8501.4599609375,8373.240234375,8473.25,8446.490234375,40600.0,8446.490234375
2009-03-05,8535.0302734375,8167.75,8535.0302734375,8197.919921875,51400.0,8197.919921875
2009-03-06,8347.099609375,8047.169921875,8103.75,8325.8203125,52200.0,8325.8203125
2009-03-09,8259.2197265625,8110.10009765625,8259.2197265625,8160.39990234375,26400.0,8160.39990234375
2009-03-12,8439.259765625,8274.7802734375,8274.7802734375,8343.75,36200.0,8343.75
2009-03-13,8793.2099609375,8480.740234375,8480.740234375,8756.6103515625,49400.0,8756.6103515625
2009-03-16,8955.73046875,8697.4599609375,8793.8896484375,8943.5400390625,49400.0,8943.5400390625
2009-03-17,9024.1201171875,8801.7900390625,8942.009765625,8863.8203125,47200.0,8863.8203125
2009-03-18,9120.400390625,8951.3203125,8956.2998046875,8976.6796875,45600.0,8976.6796875
2009-03-19,9086.76953125,8900.3896484375,9023.0400390625,9001.75,36000.0,9001.75
2009-03-20,8999.98046875,8867.1298828125,8951.33984375,8966.6796875,32800.0,8966.6796875
2009-03-23,9454.6904296875,9040.2998046875,9040.2998046875,9424.01953125,43200.0,9424.01953125
2009-03-24,9699.0,9402.6396484375,9549.51953125,9471.0400390625,50000.0,9471.0400390625
2009-03-25,9704.6904296875,9430.4501953125,9442.2998046875,9667.900390625,49400.0,9667.900390625
2009-03-26,10061.3603515625,9739.9296875,9739.9296875,10003.099609375,45200.0,10003.099609375
2009-03-27,10127.08984375,9913.400390625,10036.7998046875,10048.490234375,52800.0,10048.490234375
2009-03-30,9902.349609375,9521.759765625,9902.349609375,9568.1396484375,41400.0,9568.1396484375
2009-03-31,9826.2197265625,9547.2099609375,9633.2099609375,9708.5,53000.0,9708.5
2009-04-01,9921.9599609375,9546.2900390625,9745.76953125,9901.990234375,45800.0,9901.990234375
2009-04-02,10431.98046875,10107.25,10107.25,10348.830078125,64600.0,10348.830078125
2009-04-06,10654.8896484375,10410.4404296875,10521.7802734375,10534.8701171875,53800.0,10534.8701171875
2009-04-08,10778.1103515625,10173.0,10283.580078125,10742.33984375,56400.0,10742.33984375
2009-04-09,10929.330078125,10655.9599609375,10876.150390625,10803.8603515625,58400.0,10803.8603515625
2009-04-13,11069.5400390625,10800.83984375,10916.4296875,10967.2197265625,43000.0,10967.2197265625
2009-04-15,11337.75,10719.1796875,10805.1396484375,11284.73046875,70200.0,11284.73046875
2009-04-16,11362.3095703125,10900.4697265625,11358.0595703125,10947.400390625,60200.0,10947.400390625
2009-04-17,11339.4697265625,10946.25,11067.7099609375,11023.08984375,53600.0,11023.08984375
2009-04-20,11209.66015625,10863.2802734375,11065.099609375,10979.5,43200.0,10979.5
2009-04-21,11068.8203125,10764.080078125,10765.3896484375,10898.1103515625,45000.0,10898.1103515625
2009-04-22,11036.240234375,10715.66015625,10968.599609375,10817.5400390625,39000.0,10817.5400390625
2009-04-23,11200.8603515625,10758.9697265625,10841.5703125,11134.990234375,41800.0,11134.990234375
2009-04-24,11362.8798828125,11070.330078125,11149.4697265625,11329.0498046875,44600.0,11329.0498046875
2009-04-27,11492.099609375,11176.5498046875,11237.419921875,11371.849609375,52400.0,11371.849609375
2009-04-28,11371.33984375,10961.759765625,11371.33984375,11001.75,47600.0,11001.75
2009-04-29,11430.25,11091.5595703125,11091.5595703125,11403.25,40400.0,11403.25
2009-05-04,12160.3203125,11635.240234375,11635.240234375,12134.75,46400.0,12134.75
2009-05-05,12197.8798828125,11985.8798828125,12159.740234375,12131.080078125,48400.0,12131.080078125
2009-05-06,12272.0400390625,11899.41015625,12100.6904296875,11952.75,49200.0,11952.75
2009-05-07,12143.9501953125,11981.1298828125,12064.509765625,12116.9404296875,47800.0,12116.9404296875
2009-05-08,12180.0703125,11765.0595703125,12092.9697265625,11876.4296875,55200.0,11876.4296875
2009-05-11,12026.599609375,11621.2998046875,11997.3701171875,11682.990234375,36000.0,11682.990234375
2009-05-12,12194.6298828125,11625.3896484375,11629.9697265625,12158.0302734375,40000.0,12158.0302734375
2009-05-13,12256.4296875,11934.4404296875,12201.9296875,12019.650390625,217600.0,12019.650390625
2009-05-14,11935.8603515625,11695.51953125,11774.0400390625,11872.91015625,39000.0,11872.91015625
2009-05-15,12218.98046875,11948.7001953125,11948.7001953125,12173.419921875,35000.0,12173.419921875
2009-05-18,14284.2099609375,13479.3896484375,13479.3896484375,14284.2099609375,800.0,14284.2099609375
2009-05-19,14930.5400390625,13840.830078125,14757.8203125,14302.0302734375,89400.0,14302.0302734375
2009-05-20,14405.509765625,13976.490234375,14230.73046875,14060.66015625,51000.0,14060.66015625
2009-05-21,14089.509765625,13704.4296875,14043.3798828125,13736.5400390625,44800.0,13736.5400390625
2009-05-22,13936.9296875,13611.2998046875,13663.5400390625,13887.150390625,39400.0,13887.150390625
2009-05-25,14027.599609375,13819.7802734375,13999.4404296875,13913.2197265625,37400.0,13913.2197265625
2009-05-26,13991.4599609375,13524.9296875,13983.259765625,13589.23046875,37800.0,13589.23046875
