Date,High,Low,Open,Close,Volume,Adj Close
2008-12-31,22660.58984375,22368.0,22419.7109375,22380.3203125,64369400.0,22380.3203125
2009-01-02,23302.060546875,22331.400390625,22380.3203125,23250.9609375,107065400.0,23250.9609375
2009-01-05,23483.5390625,23190.259765625,23250.9609375,23238.859375,190380500.0,23238.859375
2009-01-06,23489.76953125,22886.2109375,23238.859375,23005.41015625,213101600.0,23005.41015625
2009-01-07,22992.7109375,22107.599609375,22992.7109375,22117.509765625,144398800.0,22117.509765625
2009-01-08,22116.80078125,21660.109375,22116.80078125,21955.400390625,168764000.0,21955.400390625
2009-01-09,22040.19921875,21654.900390625,21962.119140625,21741.2890625,127101200.0,21741.2890625
2009-01-12,21744.48046875,21019.23046875,21741.2890625,21162.26953125,143957200.0,21162.26953125
2009-01-13,21285.58984375,20866.060546875,21161.69921875,21047.30078125,133309900.0,21047.30078125
2009-01-14,21047.30078125,20303.2890625,21047.30078125,20369.23046875,159748100.0,20369.23046875
2009-01-15,20494.029296875,19716.76953125,20369.23046875,20280.490234375,224767800.0,20280.490234375
2009-01-16,20683.169921875,19860.810546875,20280.98046875,20325.390625,154477500.0,20325.390625
2009-01-19,20473.880859375,20281.7109375,20325.189453125,20393.41015625,23764400.0,20393.41015625
2009-01-20,20391.470703125,19212.890625,20386.6796875,19213.01953125,171800600.0,19213.01953125
2009-01-21,19580.830078125,18997.109375,19221.26953125,19497.099609375,176710900.0,19497.099609375
2009-01-22,19616.30078125,19038.849609375,19469.9609375,19306.73046875,173302400.0,19306.73046875
2009-01-23,19572.650390625,18963.69921875,19211.939453125,19348.810546875,167630900.0,19348.810546875
2009-01-26,19764.7109375,19291.759765625,19348.810546875,19583.080078125,115346700.0,19583.080078125
2009-01-27,19864.400390625,19540.150390625,19586.8203125,19616.150390625,111633100.0,19616.150390625
2009-01-28,20148.640625,19613.990234375,19613.990234375,20145.220703125,222974300.0,20145.220703125
2009-01-29,20120.3203125,19537.05078125,20112.2890625,19537.05078125,163286200.0,19537.05078125
2009-01-30,19752.609375,19320.98046875,19501.109375,19565.140625,223409900.0,19565.140625
2009-02-03,19777.869140625,19519.359375,19563.970703125,19630.4609375,172960200.0,19630.4609375
2009-02-04,19958.419921875,19543.150390625,19630.4609375,19622.599609375,181935300.0,19622.599609375
2009-02-05,19771.859375,19328.740234375,19622.599609375,19736.9609375,147148800.0,19736.9609375
2009-02-06,20459.16015625,19736.9609375,19736.9609375,20438.130859375,211926200.0,20438.130859375
2009-02-09,20537.099609375,20327.939453125,20437.80078125,20537.099609375,124175700.0,20537.099609375
2009-02-10,20708.05078125,19678.939453125,20537.099609375,19825.720703125,199243200.0,19825.720703125
2009-02-11,20053.16015625,19364.4296875,19825.23046875,19446.650390625,129679900.0,19446.650390625
2009-02-12,19485.240234375,19165.369140625,19438.55078125,19358.25,162651800.0,19358.25
2009-02-13,19515.01953125,19214.990234375,19362.650390625,19368.099609375,124482200.0,19368.099609375
2009-02-16,19520.869140625,19306.66015625,19376.6796875,19520.869140625,20536200.0,19520.869140625
2009-02-17,19489.5,18785.51953125,19489.5,18853.9296875,149582000.0,18853.9296875
2009-02-18,18913.5703125,18531.41015625,18853.9296875,18741.26953125,137636800.0,18741.26953125
2009-02-19,18975.390625,18593.380859375,18741.26953125,18682.470703125,127616700.0,18682.470703125
2009-02-20,18686.55078125,18283.529296875,18686.55078125,18324.23046875,149973600.0,18324.23046875
2009-02-23,18457.41015625,17956.23046875,18323.740234375,17956.400390625,117136700.0,17956.400390625
2009-02-24,18334.1796875,17708.1796875,17958.279296875,18296.109375,180856500.0,18296.109375
2009-02-25,18300.939453125,17858.849609375,18300.939453125,18200.69921875,210144900.0,18200.69921875
2009-02-26,18399.6796875,17924.609375,18200.060546875,18047.16015625,178988200.0,18047.16015625
2009-02-27,18066.529296875,17620.69921875,18062.1796875,17752.1796875,226388200.0,17752.1796875
2009-03-02,17748.1796875,16875.599609375,17748.1796875,16929.80078125,152330900.0,16929.80078125
2009-03-03,17203.44921875,16756.650390625,16929.80078125,17093.25,163130900.0,17093.25
2009-03-04,17840.390625,17113.599609375,17113.599609375,17824.9609375,163352900.0,17824.9609375
2009-03-05,17806.109375,17210.05078125,17806.109375,17365.01953125,211647700.0,17365.01953125
2009-03-06,17439.529296875,16922.310546875,17378.380859375,17043.439453125,136829900.0,17043.439453125
2009-03-09,17277.140625,16802.140625,17039.41015625,16964.359375,127063500.0,16964.359375
2009-03-10,17657.189453125,16964.359375,16964.359375,17543.51953125,216456000.0,17543.51953125
2009-03-11,17839.2109375,17522.8203125,17543.51953125,17790.689453125,172724100.0,17790.689453125
