Date,High,Low,Open,Close,Volume,Adj Close
2008-12-31,249.07000732421875,245.94000244140625,248.4199981689453,245.94000244140625,18705800.0,245.94000244140625
2009-01-02,258.2300109863281,247.8300018310547,248.97000122070312,258.2300109863281,59006800.0,258.2300109863281
2009-01-05,262.20001220703125,256.7099914550781,261.25,261.7799987792969,87560000.0,261.7799987792969
2009-01-06,271.9100036621094,259.4200134277344,262.7099914550781,269.2699890136719,114453700.0,269.2699890136719
2009-01-07,269.5199890136719,262.8699951171875,268.239990234375,265.0400085449219,115155700.0,265.0400085449219
2009-01-08,266.1000061035156,260.260009765625,261.0400085449219,264.5899963378906,86064000.0,264.5899963378906
2009-01-09,269.739990234375,263.30999755859375,265.260009765625,266.17999267578125,98712600.0,266.17999267578125
2009-01-12,266.79998779296875,260.5400085449219,264.95001220703125,261.79998779296875,94920800.0,261.79998779296875
2009-01-13,262.05999755859375,256.2099914550781,259.8900146484375,260.739990234375,164604600.0,260.739990234375
2009-01-14,263.010009765625,245.0800018310547,262.489990234375,247.32000732421875,161467100.0,247.32000732421875
2009-01-15,248.9600067138672,241.55999755859375,246.83999633789062,243.60000610351562,158784700.0,243.60000610351562
2009-01-16,254.02000427246094,248.07000732421875,249.6300048828125,248.5500030517578,130931600.0,248.5500030517578
2009-01-19,255.3000030517578,241.8699951171875,252.30999755859375,245.22000122070312,108763900.0,245.22000122070312
2009-01-20,246.69000244140625,238.97000122070312,244.33999633789062,240.11000061035156,123617400.0,240.11000061035156
2009-01-21,240.5,232.91000366210938,237.27000427246094,237.7100067138672,175112900.0,237.7100067138672
2009-01-22,243.2100067138672,234.00999450683594,243.0399932861328,235.4600067138672,134541200.0,235.4600067138672
2009-01-23,235.50999450683594,227.52999877929688,234.22999572753906,234.13999938964844,127680700.0,234.13999938964844
2009-01-26,248.4199981689453,234.0,234.69000244140625,247.8800048828125,178831100.0,247.8800048828125
2009-01-27,248.77000427246094,242.7899932861328,248.75,248.58999633789062,149606100.0,248.58999633789062
2009-01-28,258.3699951171875,252.69000244140625,252.69000244140625,257.1600036621094,163963800.0,257.1600036621094
2009-01-29,256.010009765625,249.75999450683594,255.41000366210938,252.35000610351562,123636900.0,252.35000610351562
2009-01-30,253.1999969482422,247.0399932861328,252.35000610351562,248.60000610351562,114763800.0,248.60000610351562
2009-02-02,247.27999877929688,241.7100067138672,245.4199981689453,245.9600067138672,148893000.0,245.9600067138672
2009-02-03,251.49000549316406,242.80999755859375,247.55999755859375,250.8300018310547,116323100.0,250.8300018310547
2009-02-04,257.7799987792969,250.2899932861328,251.60000610351562,254.7899932861328,141940200.0,254.7899932861328
2009-02-05,253.14999389648438,246.19000244140625,249.49000549316406,252.50999450683594,133400300.0,252.50999450683594
2009-02-06,262.55999755859375,253.9199981689453,255.0,261.3500061035156,158739600.0,261.3500061035156
2009-02-09,263.95001220703125,257.9200134277344,259.3999938964844,262.7200012207031,131502800.0,262.7200012207031
2009-02-10,260.2200012207031,251.3699951171875,259.45001220703125,251.3699951171875,136340500.0,251.3699951171875
